"entrezgene"	"dname"	"doid"
6690	"Diabetic Nephropathies"	"2370"
84735	"Diabetic Nephropathies"	"2370"
972	"Diabetic Nephropathies"	"2370"
23405	"DiGeorge Syndrome"	"11198"
2812	"DiGeorge Syndrome"	"11198"
7048	"DiGeorge Syndrome"	"11198"
7082	"DiGeorge Syndrome"	"11198"
1714	"DiGeorge Syndrome"	"11198"
2290	"DiGeorge Syndrome"	"11198"
8854	"DiGeorge Syndrome"	"11198"
6899	"DiGeorge Syndrome"	"11198"
8646	"DiGeorge Syndrome"	"11198"
2693	"Digestive System Neoplasms"	"3119"
4292	"Digestive System Neoplasms"	"3119"
4830	"Digestive System Neoplasms"	"3119"
7298	"Digestive System Neoplasms"	"3119"
1356	"Iron Metabolism Disorders"	"2351"
2512	"Iron Metabolism Disorders"	"2351"
2147	"Disseminated Intravascular Coagulation"	"11247"
3146	"Disseminated Intravascular Coagulation"	"11247"
7056	"Disseminated Intravascular Coagulation"	"11247"
1361	"Disseminated Intravascular Coagulation"	"11247"
350	"Disseminated Intravascular Coagulation"	"11247"
7471	"Dissociative Disorders"	"10935"
1082	"Down Syndrome"	"14250"
1136	"Down Syndrome"	"14250"
1139	"Down Syndrome"	"14250"
1373	"Down Syndrome"	"14250"
1385	"Down Syndrome"	"14250"
1910	"Down Syndrome"	"14250"
2099	"Down Syndrome"	"14250"
2623	"Down Syndrome"	"14250"
2665	"Down Syndrome"	"14250"
2670	"Down Syndrome"	"14250"
3181	"Down Syndrome"	"14250"
348	"Down Syndrome"	"14250"
3559	"Down Syndrome"	"14250"
3763	"Down Syndrome"	"14250"
3772	"Down Syndrome"	"14250"
3815	"Down Syndrome"	"14250"
4137	"Down Syndrome"	"14250"
4684	"Down Syndrome"	"14250"
4775	"Down Syndrome"	"14250"
5058	"Down Syndrome"	"14250"
5515	"Down Syndrome"	"14250"
5663	"Down Syndrome"	"14250"
5981	"Down Syndrome"	"14250"
6347	"Down Syndrome"	"14250"
6453	"Down Syndrome"	"14250"
6573	"Down Syndrome"	"14250"
6647	"Down Syndrome"	"14250"
6950	"Down Syndrome"	"14250"
7004	"Down Syndrome"	"14250"
796	"Down Syndrome"	"14250"
8038	"Down Syndrome"	"14250"
8301	"Down Syndrome"	"14250"
836	"Down Syndrome"	"14250"
8566	"Down Syndrome"	"14250"
8743	"Down Syndrome"	"14250"
875	"Down Syndrome"	"14250"
9020	"Down Syndrome"	"14250"
10578	"Down Syndrome"	"14250"
1637	"Down Syndrome"	"14250"
1827	"Down Syndrome"	"14250"
2077	"Down Syndrome"	"14250"
2078	"Down Syndrome"	"14250"
23621	"Down Syndrome"	"14250"
25825	"Down Syndrome"	"14250"
3094	"Down Syndrome"	"14250"
3623	"Down Syndrome"	"14250"
4552	"Down Syndrome"	"14250"
4776	"Down Syndrome"	"14250"
5052	"Down Syndrome"	"14250"
51138	"Down Syndrome"	"14250"
5316	"Down Syndrome"	"14250"
5936	"Down Syndrome"	"14250"
820	"Down Syndrome"	"14250"
8209	"Down Syndrome"	"14250"
861	"Down Syndrome"	"14250"
9796	"Down Syndrome"	"14250"
9980	"Down Syndrome"	"14250"
10989	"Down Syndrome"	"14250"
2170	"Down Syndrome"	"14250"
2173	"Down Syndrome"	"14250"
2322	"Down Syndrome"	"14250"
25902	"Down Syndrome"	"14250"
3856	"Down Syndrome"	"14250"
571	"Down Syndrome"	"14250"
5978	"Down Syndrome"	"14250"
6493	"Down Syndrome"	"14250"
7001	"Down Syndrome"	"14250"
755	"Down Syndrome"	"14250"
760	"Down Syndrome"	"14250"
3569	"Dry Eye Syndromes"	"10140"
7051	"Dry Eye Syndromes"	"10140"
668	"Duane Retraction Syndrome"	"12557"
27319	"Duane Retraction Syndrome"	"12557"
2908	"Muscular Dystrophy, Duchenne"	"11723"
3105	"Muscular Dystrophy, Duchenne"	"11723"
3106	"Muscular Dystrophy, Duchenne"	"11723"
4313	"Muscular Dystrophy, Duchenne"	"11723"
7076	"Muscular Dystrophy, Duchenne"	"11723"
1837	"Muscular Dystrophy, Duchenne"	"11723"
7402	"Muscular Dystrophy, Duchenne"	"11723"
823	"Muscular Dystrophy, Duchenne"	"11723"
824	"Muscular Dystrophy, Duchenne"	"11723"
1071	"Ductus Arteriosus, Patent"	"13832"
1394	"Ductus Arteriosus, Patent"	"13832"
182	"Ductus Arteriosus, Patent"	"13832"
3458	"Ductus Arteriosus, Patent"	"13832"
4629	"Ductus Arteriosus, Patent"	"13832"
4878	"Ductus Arteriosus, Patent"	"13832"
5734	"Ductus Arteriosus, Patent"	"13832"
5742	"Ductus Arteriosus, Patent"	"13832"
5743	"Ductus Arteriosus, Patent"	"13832"
3248	"Ductus Arteriosus, Patent"	"13832"
7185	"Ductus Arteriosus, Patent"	"13832"
3592	"Ductus Arteriosus, Patent"	"13832"
1385	"Duodenal Neoplasms"	"1737"
2925	"Duodenal Neoplasms"	"1737"
6283	"Dysautonomia, Familial"	"11589"
8518	"Dysautonomia, Familial"	"11589"
8727	"Dysautonomia, Familial"	"11589"
1312	"Dyskinesias"	"306"
1565	"Dyskinesias"	"306"
1728	"Dyskinesias"	"306"
1815	"Dyskinesias"	"306"
3356	"Dyskinesias"	"306"
4846	"Dyskinesias"	"306"
5173	"Dyskinesias"	"306"
6513	"Dyskinesias"	"306"
627	"Dyskinesias"	"306"
10683	"Dysostoses"	"1934"
132884	"Dysostoses"	"1934"
145873	"Dysostoses"	"1934"
84667	"Dysostoses"	"1934"
1312	"Dyspepsia"	"2321"
2784	"Dyspepsia"	"2321"
4512	"Dyspepsia"	"2321"
3605	"Dyspepsia"	"2321"
1861	"Dystonia Musculorum Deformans"	"11910"
1543	"Echinococcosis"	"1496"
4524	"Eclampsia"	"13593"
1536	"Ectodermal Dysplasia"	"2121"
23118	"Ectodermal Dysplasia"	"2121"
2706	"Ectodermal Dysplasia"	"2121"
3861	"Ectodermal Dysplasia"	"2121"
4792	"Ectodermal Dysplasia"	"2121"
7187	"Ectodermal Dysplasia"	"2121"
7189	"Ectodermal Dysplasia"	"2121"
80326	"Ectodermal Dysplasia"	"2121"
8517	"Ectodermal Dysplasia"	"2121"
1747	"Ectodermal Dysplasia"	"2121"
1896	"Ectodermal Dysplasia"	"2121"
10913	"Ectodermal Dysplasia"	"2121"
1277	"Ehlers-Danlos Syndrome"	"13359"
1281	"Ehlers-Danlos Syndrome"	"13359"
1289	"Ehlers-Danlos Syndrome"	"13359"
2316	"Ehlers-Danlos Syndrome"	"13359"
3484	"Ehlers-Danlos Syndrome"	"13359"
1634	"Ehlers-Danlos Syndrome"	"13359"
5352	"Ehlers-Danlos Syndrome"	"13359"
7097	"Elephantiasis, Filarial"	"12211"
7099	"Elephantiasis, Filarial"	"12211"
6710	"Elliptocytosis, Hereditary"	"2373"
132884	"Ellis-Van Creveld Syndrome"	"12714"
4869	"Encephalitis, Japanese"	"10844"
91543	"Encephalitis, Japanese"	"10844"
1363	"Endocrine System Diseases"	"28"
2778	"Endocrine System Diseases"	"28"
3643	"Endocrine System Diseases"	"28"
2719	"Endodermal Sinus Tumor"	"1911"
5891	"Endodermal Sinus Tumor"	"1911"
8626	"Endodermal Sinus Tumor"	"1911"
1012	"Endometrial Neoplasms"	"1380"
11200	"Endometrial Neoplasms"	"1380"
1191	"Endometrial Neoplasms"	"1380"
1312	"Endometrial Neoplasms"	"1380"
1364	"Endometrial Neoplasms"	"1380"
1365	"Endometrial Neoplasms"	"1380"
1525	"Endometrial Neoplasms"	"1380"
1543	"Endometrial Neoplasms"	"1380"
1545	"Endometrial Neoplasms"	"1380"
155	"Endometrial Neoplasms"	"1380"
1588	"Endometrial Neoplasms"	"1380"
1890	"Endometrial Neoplasms"	"1380"
190	"Endometrial Neoplasms"	"1380"
2033	"Endometrial Neoplasms"	"1380"
2100	"Endometrial Neoplasms"	"1380"
2150	"Endometrial Neoplasms"	"1380"
2353	"Endometrial Neoplasms"	"1380"
2475	"Endometrial Neoplasms"	"1380"
2706	"Endometrial Neoplasms"	"1380"
3265	"Endometrial Neoplasms"	"1380"
3284	"Endometrial Neoplasms"	"1380"
329	"Endometrial Neoplasms"	"1380"
355	"Endometrial Neoplasms"	"1380"
3569	"Endometrial Neoplasms"	"1380"
3576	"Endometrial Neoplasms"	"1380"
3627	"Endometrial Neoplasms"	"1380"
3725	"Endometrial Neoplasms"	"1380"
3728	"Endometrial Neoplasms"	"1380"
3845	"Endometrial Neoplasms"	"1380"
3897	"Endometrial Neoplasms"	"1380"
4092	"Endometrial Neoplasms"	"1380"
412	"Endometrial Neoplasms"	"1380"
4193	"Endometrial Neoplasms"	"1380"
4255	"Endometrial Neoplasms"	"1380"
4292	"Endometrial Neoplasms"	"1380"
4313	"Endometrial Neoplasms"	"1380"
4323	"Endometrial Neoplasms"	"1380"
4512	"Endometrial Neoplasms"	"1380"
4524	"Endometrial Neoplasms"	"1380"
4609	"Endometrial Neoplasms"	"1380"
472	"Endometrial Neoplasms"	"1380"
5243	"Endometrial Neoplasms"	"1380"
5290	"Endometrial Neoplasms"	"1380"
545	"Endometrial Neoplasms"	"1380"
5468	"Endometrial Neoplasms"	"1380"
5478	"Endometrial Neoplasms"	"1380"
5743	"Endometrial Neoplasms"	"1380"
5915	"Endometrial Neoplasms"	"1380"
6347	"Endometrial Neoplasms"	"1380"
6382	"Endometrial Neoplasms"	"1380"
6502	"Endometrial Neoplasms"	"1380"
6696	"Endometrial Neoplasms"	"1380"
6716	"Endometrial Neoplasms"	"1380"
672	"Endometrial Neoplasms"	"1380"
6770	"Endometrial Neoplasms"	"1380"
6783	"Endometrial Neoplasms"	"1380"
6817	"Endometrial Neoplasms"	"1380"
7015	"Endometrial Neoplasms"	"1380"
7098	"Endometrial Neoplasms"	"1380"
7099	"Endometrial Neoplasms"	"1380"
7157	"Endometrial Neoplasms"	"1380"
7422	"Endometrial Neoplasms"	"1380"
8743	"Endometrial Neoplasms"	"1380"
8856	"Endometrial Neoplasms"	"1380"
896	"Endometrial Neoplasms"	"1380"
9212	"Endometrial Neoplasms"	"1380"
9370	"Endometrial Neoplasms"	"1380"
960	"Endometrial Neoplasms"	"1380"
994	"Endometrial Neoplasms"	"1380"
10397	"Endometrial Neoplasms"	"1380"
1645	"Endometrial Neoplasms"	"1380"
2272	"Endometrial Neoplasms"	"1380"
27043	"Endometrial Neoplasms"	"1380"
2956	"Endometrial Neoplasms"	"1380"
3207	"Endometrial Neoplasms"	"1380"
3480	"Endometrial Neoplasms"	"1380"
3732	"Endometrial Neoplasms"	"1380"
3953	"Endometrial Neoplasms"	"1380"
3996	"Endometrial Neoplasms"	"1380"
4192	"Endometrial Neoplasms"	"1380"
4311	"Endometrial Neoplasms"	"1380"
4440	"Endometrial Neoplasms"	"1380"
5074	"Endometrial Neoplasms"	"1380"
6934	"Endometrial Neoplasms"	"1380"
8608	"Endometrial Neoplasms"	"1380"
8837	"Endometrial Neoplasms"	"1380"
10481	"Endometrial Neoplasms"	"1380"
2113	"Endometrial Neoplasms"	"1380"
2119	"Endometrial Neoplasms"	"1380"
2171	"Endometrial Neoplasms"	"1380"
4246	"Endometrial Neoplasms"	"1380"
55743	"Endometrial Neoplasms"	"1380"
6462	"Endometrial Neoplasms"	"1380"
7033	"Endometrial Neoplasms"	"1380"
7490	"Endometrial Neoplasms"	"1380"
8644	"Endometrial Neoplasms"	"1380"
9166	"Endometrial Neoplasms"	"1380"
2246	"Endometriosis"	"289"
2592	"Endometriosis"	"289"
3554	"Endometriosis"	"289"
3804	"Endometriosis"	"289"
3952	"Endometriosis"	"289"
4485	"Endometriosis"	"289"
5444	"Endometriosis"	"289"
9536	"Endometriosis"	"289"
11322	"Epidermodysplasia Verruciformis"	"13777"
1308	"Epidermolysis Bullosa"	"2730"
1832	"Epidermolysis Bullosa"	"2730"
3852	"Epidermolysis Bullosa"	"2730"
3875	"Epidermolysis Bullosa"	"2730"
1294	"Epidermolysis Bullosa"	"2730"
10928	"Epilepsy"	"1826"
1129	"Epilepsy"	"1826"
1557	"Epilepsy"	"1826"
207	"Epilepsy"	"1826"
213	"Epilepsy"	"1826"
2670	"Epilepsy"	"1826"
2876	"Epilepsy"	"1826"
2904	"Epilepsy"	"1826"
3785	"Epilepsy"	"1826"
4208	"Epilepsy"	"1826"
5443	"Epilepsy"	"1826"
5621	"Epilepsy"	"1826"
6323	"Epilepsy"	"1826"
6326	"Epilepsy"	"1826"
7296	"Epilepsy"	"1826"
773	"Epilepsy"	"1826"
796	"Epilepsy"	"1826"
8514	"Epilepsy"	"1826"
116442	"Epilepsy"	"1826"
22822	"Epilepsy"	"1826"
26053	"Epilepsy"	"1826"
378884	"Epilepsy"	"1826"
401	"Epilepsy"	"1826"
627	"Epilepsy"	"1826"
6792	"Epilepsy"	"1826"
7417	"Epilepsy"	"1826"
9211	"Epilepsy"	"1826"
10109	"Epilepsy"	"1826"
2169	"Epilepsy"	"1826"
2354	"Epilepsy"	"1826"
6415	"Epilepsy"	"1826"
79663	"Epilepsy"	"1826"
6323	"Epilepsies, Partial"	"2234"
6326	"Epilepsies, Partial"	"2234"
627	"Epilepsies, Partial"	"2234"
9211	"Epilepsies, Partial"	"2234"
23327	"Epilepsy, Generalized"	"1827"
2572	"Epilepsy, Generalized"	"1827"
6323	"Epilepsy, Generalized"	"1827"
6324	"Epilepsy, Generalized"	"1827"
6326	"Epilepsy, Generalized"	"1827"
773	"Epilepsy, Generalized"	"1827"
785	"Epilepsy, Generalized"	"1827"
8912	"Epilepsy, Generalized"	"1827"
8913	"Epilepsy, Generalized"	"1827"
100188861	"Epilepsy, Generalized"	"1827"
1957	"Epilepsy, Generalized"	"1827"
432400	"Epilepsy, Generalized"	"1827"
2746	"Epilepsies, Myoclonic"	"308"
3123	"Epilepsies, Myoclonic"	"308"
5443	"Epilepsies, Myoclonic"	"308"
6323	"Epilepsies, Myoclonic"	"308"
6334	"Epilepsies, Myoclonic"	"308"
773	"Epilepsies, Myoclonic"	"308"
785	"Epilepsies, Myoclonic"	"308"
6046	"Epilepsies, Myoclonic"	"308"
950	"Epilepsies, Myoclonic"	"308"
10368	"Epilepsy, Absence"	"1825"
2550	"Epilepsy, Absence"	"1825"
51305	"Epilepsy, Absence"	"1825"
6323	"Epilepsy, Absence"	"1825"
773	"Epilepsy, Absence"	"1825"
8912	"Epilepsy, Absence"	"1825"
8913	"Epilepsy, Absence"	"1825"
1612	"Epilepsy, Temporal Lobe"	"3328"
1628	"Epilepsy, Temporal Lobe"	"3328"
1808	"Epilepsy, Temporal Lobe"	"3328"
1965	"Epilepsy, Temporal Lobe"	"3328"
2550	"Epilepsy, Temporal Lobe"	"3328"
2560	"Epilepsy, Temporal Lobe"	"3328"
3350	"Epilepsy, Temporal Lobe"	"3328"
3553	"Epilepsy, Temporal Lobe"	"3328"
4193	"Epilepsy, Temporal Lobe"	"3328"
4514	"Epilepsy, Temporal Lobe"	"3328"
5621	"Epilepsy, Temporal Lobe"	"3328"
57142	"Epilepsy, Temporal Lobe"	"3328"
5743	"Epilepsy, Temporal Lobe"	"3328"
624	"Epilepsy, Temporal Lobe"	"3328"
6323	"Epilepsy, Temporal Lobe"	"3328"
6326	"Epilepsy, Temporal Lobe"	"3328"
6647	"Epilepsy, Temporal Lobe"	"3328"
7157	"Epilepsy, Temporal Lobe"	"3328"
7421	"Epilepsy, Temporal Lobe"	"3328"
836	"Epilepsy, Temporal Lobe"	"3328"
9353	"Epilepsy, Temporal Lobe"	"3328"
5025	"Epilepsy, Temporal Lobe"	"3328"
6532	"Epilepsy, Temporal Lobe"	"3328"
83660	"Epilepsy, Temporal Lobe"	"3328"
9211	"Epilepsy, Temporal Lobe"	"3328"
11332	"Epilepsy, Temporal Lobe"	"3328"
4057	"Escherichia coli Infections"	"2905"
4846	"Escherichia coli Infections"	"2905"
5265	"Escherichia coli Infections"	"2905"
5590	"Escherichia coli Infections"	"2905"
1401	"Escherichia coli Infections"	"2905"
6356	"Esophagitis"	"11963"
9971	"Esophagitis"	"11963"
10344	"Esophagitis"	"11963"
22943	"Esophagitis"	"11963"
3576	"Esophagitis, Peptic"	"13976"
3579	"Esophagitis, Peptic"	"13976"
5443	"Facial Paralysis"	"13934"
2147	"Factor V Deficiency"	"2216"
2243	"Factor V Deficiency"	"2216"
2155	"Factor VII Deficiency"	"2215"
2159	"Factor X Deficiency"	"2222"
2158	"Factor XI Deficiency"	"2229"
2165	"Factor XIII Deficiency"	"2211"
3586	"Fallopian Tube Diseases"	"1962"
672	"Fallopian Tube Neoplasms"	"1964"
675	"Fallopian Tube Neoplasms"	"1964"
1244	"Fanconi Syndrome"	"1062"
3482	"Fanconi Syndrome"	"1062"
6514	"Fanconi Syndrome"	"1062"
6569	"Fanconi Syndrome"	"1062"
65211	"Fanconi Syndrome"	"1062"
1111	"Fanconi Anemia"	"13636"
1958	"Fanconi Anemia"	"13636"
2072	"Fanconi Anemia"	"13636"
2176	"Fanconi Anemia"	"13636"
2178	"Fanconi Anemia"	"13636"
2187	"Fanconi Anemia"	"13636"
2188	"Fanconi Anemia"	"13636"
2189	"Fanconi Anemia"	"13636"
29089	"Fanconi Anemia"	"13636"
3320	"Fanconi Anemia"	"13636"
3458	"Fanconi Anemia"	"13636"
4599	"Fanconi Anemia"	"13636"
4683	"Fanconi Anemia"	"13636"
472	"Fanconi Anemia"	"13636"
4869	"Fanconi Anemia"	"13636"
55215	"Fanconi Anemia"	"13636"
5610	"Fanconi Anemia"	"13636"
57697	"Fanconi Anemia"	"13636"
7124	"Fanconi Anemia"	"13636"
7514	"Fanconi Anemia"	"13636"
79728	"Fanconi Anemia"	"13636"
91442	"Fanconi Anemia"	"13636"
998	"Fanconi Anemia"	"13636"
142	"Fanconi Anemia"	"13636"
6935	"Fanconi Anemia"	"13636"
84464	"Fanconi Anemia"	"13636"
929	"Farmer's Lung"	"14453"
2539	"Favism"	"13628"
1147	"Fetal Diseases"	"1987"
1667	"Fetal Diseases"	"1987"
6279	"Fetal Diseases"	"1987"
6280	"Fetal Diseases"	"1987"
4318	"Fetal Membranes, Premature Rupture"	"11215"
7040	"Fetal Membranes, Premature Rupture"	"11215"
7124	"Fetal Membranes, Premature Rupture"	"11215"
871	"Fetal Membranes, Premature Rupture"	"11215"
3308	"Fetal Membranes, Premature Rupture"	"11215"
90	"FIBRODYSPLASIA OSSIFICANS PROGRESSIVA"	"13374"
1636	"Fibromuscular Dysplasia"	"2389"
4318	"Fibrosarcoma"	"3355"
598	"Fibrosarcoma"	"3355"
7177	"Fibrosarcoma"	"3355"
27236	"Fibrosarcoma"	"3355"
4763	"Fibrosarcoma"	"3355"
90993	"Fibrosarcoma"	"3355"
64764	"Fibrosarcoma"	"3355"
7980	"Fibrosarcoma"	"3355"
8434	"Fibrosarcoma"	"3355"
2353	"Fibrous Dysplasia of Bone"	"1858"
2641	"Food Hypersensitivity"	"3044"
3119	"Food Hypersensitivity"	"3044"
929	"Food Hypersensitivity"	"3044"
2208	"Food Hypersensitivity"	"3044"
26	"Food Hypersensitivity"	"3044"
3596	"Food Hypersensitivity"	"3044"
1981	"Foot-and-Mouth Disease"	"11261"
3685	"Foot-and-Mouth Disease"	"11261"
4524	"Foramen Ovale, Patent"	"13620"
351	"Fragile X Syndrome"	"14261"
2481	"Fragile X Syndrome"	"14261"
81550	"Fragile X Syndrome"	"14261"
2332	"Fragile X Syndrome"	"14261"
2334	"Fragile X Syndrome"	"14261"
2395	"Friedreich Ataxia"	"12705"
2420	"Friedreich Ataxia"	"12705"
94033	"Friedreich Ataxia"	"12705"
2517	"Fucosidosis"	"14500"
335	"Gallbladder Diseases"	"0000000"
338	"Gallbladder Diseases"	"0000000"
54658	"Gallbladder Diseases"	"0000000"
100033388	"Gallbladder Diseases"	"0000000"
1012	"Gallbladder Neoplasms"	"3121"
1029	"Gallbladder Neoplasms"	"3121"
1490	"Gallbladder Neoplasms"	"3121"
1543	"Gallbladder Neoplasms"	"3121"
2100	"Gallbladder Neoplasms"	"3121"
2950	"Gallbladder Neoplasms"	"3121"
338	"Gallbladder Neoplasms"	"3121"
4968	"Gallbladder Neoplasms"	"3121"
596	"Gallbladder Neoplasms"	"3121"
7153	"Gallbladder Neoplasms"	"3121"
7157	"Gallbladder Neoplasms"	"3121"
7424	"Gallbladder Neoplasms"	"3121"
886	"Gallbladder Neoplasms"	"3121"
9817	"Gallbladder Neoplasms"	"3121"
2947	"Gallbladder Neoplasms"	"3121"
4780	"Gallbladder Neoplasms"	"3121"
7345	"Gallbladder Neoplasms"	"3121"
2720	"Gangliosidoses"	"2368"
2064	"Gastrointestinal Neoplasms"	"3119"
2274	"Gastrointestinal Neoplasms"	"3119"
2925	"Gastrointestinal Neoplasms"	"3119"
324	"Gastrointestinal Neoplasms"	"3119"
4261	"Gastrointestinal Neoplasms"	"3119"
4524	"Gastrointestinal Neoplasms"	"3119"
54577	"Gastrointestinal Neoplasms"	"3119"
6794	"Gastrointestinal Neoplasms"	"3119"
7472	"Gastrointestinal Neoplasms"	"3119"
887	"Gastrointestinal Neoplasms"	"3119"
11107	"Gastrointestinal Neoplasms"	"3119"
1943	"Gastrointestinal Neoplasms"	"3119"
664	"Gastrointestinal Neoplasms"	"3119"
6768	"Gastrointestinal Neoplasms"	"3119"
11187	"Gastrointestinal Neoplasms"	"3119"
6690	"Gastrointestinal Neoplasms"	"3119"
4580	"Gaucher Disease"	"1926"
7124	"Gaucher Disease"	"1926"
1118	"Gaucher Disease"	"1926"
1636	"Gaucher Disease"	"1926"
682	"Giant Cell Tumors"	"200"
7157	"Giant Cell Tumors"	"200"
890	"Giant Cell Tumors"	"200"
1435	"Giant Cell Tumors"	"200"
7040	"Giardiasis"	"10718"
54578	"Gilbert Disease"	"2739"
1471	"Gingivitis"	"3087"
3552	"Gingivitis"	"3087"
3553	"Gingivitis"	"3087"
4843	"Gingivitis"	"3087"
3589	"Gingivitis"	"3087"
1545	"Glaucoma"	"1686"
2200	"Glaucoma"	"1686"
4524	"Glaucoma"	"1686"
4638	"Glaucoma"	"1686"
578	"Glaucoma"	"1686"
598	"Glaucoma"	"1686"
7042	"Glaucoma"	"1686"
7099	"Glaucoma"	"1686"
7124	"Glaucoma"	"1686"
7276	"Glaucoma"	"1686"
836	"Glaucoma"	"1686"
8440	"Glaucoma"	"1686"
8671	"Glaucoma"	"1686"
4653	"Glaucoma"	"1686"
10133	"Glaucoma"	"1686"
134430	"Glaucoma"	"1686"
26254	"Glaucoma"	"1686"
4318	"Glaucoma, Angle-Closure"	"13550"
4524	"Glaucoma, Angle-Closure"	"13550"
338917	"Glaucoma, Angle-Closure"	"13550"
646960	"Glaucoma, Angle-Closure"	"13550"
83552	"Glaucoma, Angle-Closure"	"13550"
1545	"Glaucoma, Open-Angle"	"1067"
2099	"Glaucoma, Open-Angle"	"1067"
2100	"Glaucoma, Open-Angle"	"1067"
29110	"Glaucoma, Open-Angle"	"1067"
2944	"Glaucoma, Open-Angle"	"1067"
3481	"Glaucoma, Open-Angle"	"1067"
3557	"Glaucoma, Open-Angle"	"1067"
356	"Glaucoma, Open-Angle"	"1067"
4524	"Glaucoma, Open-Angle"	"1067"
5054	"Glaucoma, Open-Angle"	"1067"
6890	"Glaucoma, Open-Angle"	"1067"
857	"Glaucoma, Open-Angle"	"1067"
999	"Glaucoma, Open-Angle"	"1067"
1636	"Glaucoma, Open-Angle"	"1067"
2952	"Glaucoma, Open-Angle"	"1067"
4653	"Glaucoma, Open-Angle"	"1067"
5444	"Glaucoma, Open-Angle"	"1067"
54499	"Glaucoma, Open-Angle"	"1067"
10133	"Glaucoma, Open-Angle"	"1067"
26254	"Glaucoma, Open-Angle"	"1067"
93145	"Glaucoma, Open-Angle"	"1067"
100133941	"Glioblastoma"	"3068"
10135	"Glioblastoma"	"3068"
1027	"Glioblastoma"	"3068"
10991	"Glioblastoma"	"3068"
11200	"Glioblastoma"	"3068"
1471	"Glioblastoma"	"3068"
1524	"Glioblastoma"	"3068"
1594	"Glioblastoma"	"3068"
1892	"Glioblastoma"	"3068"
1906	"Glioblastoma"	"3068"
1950	"Glioblastoma"	"3068"
1956	"Glioblastoma"	"3068"
1958	"Glioblastoma"	"3068"
2002	"Glioblastoma"	"3068"
2064	"Glioblastoma"	"3068"
2185	"Glioblastoma"	"3068"
2260	"Glioblastoma"	"3068"
2274	"Glioblastoma"	"3068"
2357	"Glioblastoma"	"3068"
240	"Glioblastoma"	"3068"
2475	"Glioblastoma"	"3068"
2668	"Glioblastoma"	"3068"
29108	"Glioblastoma"	"3068"
2950	"Glioblastoma"	"3068"
3082	"Glioblastoma"	"3068"
3105	"Glioblastoma"	"3068"
3265	"Glioblastoma"	"3068"
332	"Glioblastoma"	"3068"
3371	"Glioblastoma"	"3068"
3440	"Glioblastoma"	"3068"
3458	"Glioblastoma"	"3068"
3485	"Glioblastoma"	"3068"
351	"Glioblastoma"	"3068"
3576	"Glioblastoma"	"3068"
358	"Glioblastoma"	"3068"
366	"Glioblastoma"	"3068"
3679	"Glioblastoma"	"3068"
3741	"Glioblastoma"	"3068"
388	"Glioblastoma"	"3068"
3915	"Glioblastoma"	"3068"
4233	"Glioblastoma"	"3068"
4318	"Glioblastoma"	"3068"
4524	"Glioblastoma"	"3068"
4609	"Glioblastoma"	"3068"
472	"Glioblastoma"	"3068"
5054	"Glioblastoma"	"3068"
5071	"Glioblastoma"	"3068"
5156	"Glioblastoma"	"3068"
5290	"Glioblastoma"	"3068"
5295	"Glioblastoma"	"3068"
5329	"Glioblastoma"	"3068"
54106	"Glioblastoma"	"3068"
5468	"Glioblastoma"	"3068"
5563	"Glioblastoma"	"3068"
5580	"Glioblastoma"	"3068"
5594	"Glioblastoma"	"3068"
5595	"Glioblastoma"	"3068"
5599	"Glioblastoma"	"3068"
5708	"Glioblastoma"	"3068"
5728	"Glioblastoma"	"3068"
5743	"Glioblastoma"	"3068"
5747	"Glioblastoma"	"3068"
5781	"Glioblastoma"	"3068"
598	"Glioblastoma"	"3068"
6347	"Glioblastoma"	"3068"
6774	"Glioblastoma"	"3068"
6892	"Glioblastoma"	"3068"
7015	"Glioblastoma"	"3068"
7098	"Glioblastoma"	"3068"
7204	"Glioblastoma"	"3068"
7431	"Glioblastoma"	"3068"
7852	"Glioblastoma"	"3068"
991	"Glioblastoma"	"3068"
10215	"Glioblastoma"	"3068"
11009	"Glioblastoma"	"3068"
1116	"Glioblastoma"	"3068"
1949	"Glioblastoma"	"3068"
197	"Glioblastoma"	"3068"
22809	"Glioblastoma"	"3068"
2952	"Glioblastoma"	"3068"
29997	"Glioblastoma"	"3068"
3217	"Glioblastoma"	"3068"
3490	"Glioblastoma"	"3068"
3491	"Glioblastoma"	"3068"
3621	"Glioblastoma"	"3068"
407006	"Glioblastoma"	"3068"
407043	"Glioblastoma"	"3068"
4194	"Glioblastoma"	"3068"
51147	"Glioblastoma"	"3068"
64101	"Glioblastoma"	"3068"
648	"Glioblastoma"	"3068"
7150	"Glioblastoma"	"3068"
864	"Glioblastoma"	"3068"
1018	"Glioblastoma"	"3068"
1028	"Glioblastoma"	"3068"
2849	"Glioblastoma"	"3068"
4035	"Glioblastoma"	"3068"
4282	"Glioblastoma"	"3068"
55081	"Glioblastoma"	"3068"
575	"Glioblastoma"	"3068"
7052	"Glioblastoma"	"3068"
7442	"Glioblastoma"	"3068"
7490	"Glioblastoma"	"3068"
84708	"Glioblastoma"	"3068"
8682	"Glioblastoma"	"3068"
93185	"Glioblastoma"	"3068"
1000	"Glioma"	"3070"
1022	"Glioma"	"3070"
10371	"Glioma"	"3070"
1051	"Glioma"	"3070"
10991	"Glioma"	"3070"
1272	"Glioma"	"3070"
1432	"Glioma"	"3070"
1545	"Glioma"	"3070"
182	"Glioma"	"3070"
187	"Glioma"	"3070"
2048	"Glioma"	"3070"
